variable_code,variable_long_name,time_frequency,mip_table,total_size_GB,number_of_downloads
csoilgrass,Carbon Mass in Soil on Grass Tiles,mon,Emon,32.48,2860
ffirenat,Carbon Mass Flux into Atmosphere Due to CO2 Emission from Natural Fire [kgC m-2 s-1],mon,Emon,32.27,7668
fnproduct,Deforested or Harvested Biomass as a Result of Anthropogenic Land-Use or Change,mon,Emon,32.14,10129
ctotfirelut,"Total Carbon Loss from Natural and Managed Fire on Land-Use Tile, Including Deforestation Fires [kgC m-2 s-1]",mon,Emon,31.69,2342
drynoy,Dry Deposition Rate of NOy,mon,AERmon,31.63,3191
wetnoy,Wet Deposition Rate of NOy Including Aerosol Nitrate,mon,AERmon,31.49,3271
psl,Sea Level Pressure,monC,Amon,31.38,360
dsw,Change in Surface Water Storage,day,Eday,31.22,61
ccldncl,Cloud Droplet Number Concentration of Convective Cloud Tops,day,Eday,31.21,31
hfcorr,Heat Flux Correction,mon,Omon,30.97,4788
raroot,Total Respiration from Roots as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,30.83,804
chepsoa,Chemical Production of Dry Aerosol Secondary Organic Matter,mon,AERmon,30.61,3387
msftmzsmpa,Ocean Meridional Overturning Mass Streamfunction Due to Parameterized Submesoscale Advection,mon,Omon,30.50,1091
rsdsis,Ice Sheet Surface Downwelling Shortwave Radiation,mon,LImon,30.31,596
masscello,Ocean Grid-Cell Mass per Area,fx,Ofx,30.14,2855
sirdgthick,Ridged Ice Thickness,mon,SImon,30.09,1396
hfbasin,Northward Ocean Heat Transport,mon,Omon,29.99,129473
eminh3,Total Emission Rate of NH3,mon,AERmon,29.94,3194
tas,Near-Surface Air Temperature,mon,ImonAnt,29.90,1737
rlds,Surface Downwelling Longwave Radiation,mon,ImonGre,29.64,1810
uas,Eastward Near-Surface Wind,monC,Amon,29.62,242
rlds,Surface Downwelling Longwave Radiation,mon,ImonAnt,29.61,1818
nppshrub,Net Primary Production on Shrub Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,29.60,2397
cvegshrub,Carbon Mass in Vegetation on Shrub Tiles,mon,Emon,29.51,2569
vas,Northward Near-Surface Wind,monC,Amon,29.46,244
somint,Depth Integral of Product of Sea Water Density and Prognostic Salinity,yr,Oyr,29.28,2036
rsdt,TOA Incident Shortwave Radiation,monC,Amon,29.20,395
sidragtop,Atmospheric Drag Coefficient,mon,SImon,29.12,1202
zfull,Altitude of Model Full-Levels,fx,fx,29.11,3492
opottempmint,Integral with Respect to Depth of Product of Sea Water Density and Potential Temperature,yr,Oyr,29.11,2214
csoiltree,Carbon Mass in Soil on Tree Tiles,mon,Emon,29.05,2947
n2o,Mole Fraction of N2O,monC,Amon,29.04,29
lwsnl,Liquid Water Content of Snow Layer,day,Eday,28.83,484
huss,Near-Surface Specific Humidity,monC,Amon,28.75,259
tas,Near-Surface Air Temperature,mon,ImonGre,28.51,1687
simpconc,Percentage Cover of Sea Ice by Meltpond,mon,SImon,28.49,1098
clcalipso,CALIPSO Percentage Cloud Cover,3hrPt,E3hrPt,28.33,18
hfdsnb,Downward Heat Flux at Snow Base,day,Eday,28.33,28
agesno,Mean Age of Snow,day,Eday,28.28,45
sistresave,Average Normal Stress in Sea Ice,monPt,SImon,28.24,698
nlittercwd,Nitrogen Mass in Coarse Woody Debris,mon,Emon,28.23,4106
ps,Surface Air Pressure,monC,Amon,28.03,309
od443dust,Optical Thickness at 443nm Dust,mon,Emon,27.59,316
vegheighttree,Height of Trees,mon,Emon,27.39,935
wetnh3,Wet Deposition Rate of NH3,mon,AERmon,27.38,3199
nmineralno3,Mineral Nitrate in the Soil,mon,Emon,27.22,943
hurs,Near-Surface Relative Humidity,monC,Amon,27.08,238
od865dust,Dust Optical Depth at 865nm,mon,Emon,26.97,338
nmineralnh4,Mineral Ammonium in the Soil,mon,Emon,26.61,944
wfcorr,Water Flux Correction,mon,Omon,26.33,5172
rsds,Surface Downwelling Shortwave Radiation,monC,Amon,26.28,278
emibvoc,Total Emission Rate of Biogenic NMVOC,mon,AERmon,26.15,4718
sootsn,Snow Soot Content,mon,LImon,26.11,1334
pabigthetao,Sea Water Added Conservative Temperature,mon,Emon,26.00,23
prveg,Precipitation onto Canopy,day,Eday,25.95,22
fharvesttoatmos,Harvested Biomass That Goes Straight into Atmosphere as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,25.91,1961
wetlandch4cons,Grid Averaged Methane Consumption (Methanotrophy) from Wetlands,mon,Emon,25.86,551
rsus,Surface Upwelling Shortwave Radiation,monC,Amon,25.83,258
rlds,Surface Downwelling Longwave Radiation,monC,Amon,25.69,283
evspsbl,Evaporation Including Sublimation and Transpiration,monC,Amon,25.61,225
basin,Region Selection Index,fx,Ofx,25.44,8768
rlus,Surface Upwelling Longwave Radiation,mon,ImonGre,25.33,1628
rsus,Surface Upwelling Shortwave Radiation,mon,ImonGre,25.33,1872
mc,Convective Mass Flux,monC,Amon,25.19,36
pasturefracc3,C3 Pasture Area Percentage,mon,Emon,24.98,18527
rlus,Surface Upwelling Longwave Radiation,mon,ImonAnt,24.92,1653
fbddtdisi,Rate of Change of Dissolved Inorganic Silicon Due to Biological Activity,mon,Emon,24.79,121
rsus,Surface Upwelling Shortwave Radiation,mon,ImonAnt,24.76,1830
fharvesttoproduct,Harvested Biomass That Goes into Product Pool,mon,Emon,24.66,3864
jpdftaureliqmodis,"MODIS Optical Thickness-Particle Size Joint Distribution, Liquid",mon,Emon,24.55,42
tauv,Surface Downward Northward Wind Stress,monC,Amon,24.53,192
fnfert,Total Nitrogen Added for Cropland Fertilisation (Artificial and Manure),mon,Emon,24.52,9580
flashrate,Lightning Flash Rate,mon,Emon,24.51,428
clmisr,Percentage Cloud Cover as Calculated by the MISR Simulator (Including Error Flag),3hrPt,E3hrPt,24.44,18
sblis,Ice Sheet Surface Snow and Ice Sublimation Flux,mon,LImon,24.28,785
fveglittersenescence,"Total Carbon Mass Flux from Vegetation to Litter as a Result of Leaf, Branch, and Root Senescence",mon,Emon,24.25,1097
hfls,Surface Upward Latent Heat Flux,monC,Amon,23.97,232
hfds,Downward Heat Flux at Sea Water Surface,dec,Odec,23.94,309
fbddtdic,Rate of Change of Dissolved Inorganic Carbon Due to Biological Activity,mon,Emon,23.86,116
fbddtdip,Rate of Change of Dissolved Inorganic Phosphorus Due to Biological Activity,mon,Emon,23.74,115
epfy,Northward Component of the Eliassen-Palm Flux,mon,EmonZ,23.64,3494
fbddtdife,Rate of Change of Dissolved Inorganic Iron Due to Biological Activity,mon,Emon,23.48,119
rlus,Surface Upwelling Longwave Radiation,monC,Amon,23.25,252
lwtoafluxaerocs,TOA Outgoing Clear-Sky Longwave Flux Due to Volcanic Aerosols,6hrPt,6hrPlevPt,23.19,2
fgco2nat,Surface Downward Mass Flux of Carbon as Natural CO2 [kgC m-2 s-1],yr,Oyr,23.16,1206
tauu,Surface Downward Eastward Wind Stress,monC,Amon,23.08,189
rashrub,Autotrophic Respiration on Shrub Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,23.00,1858
fveglittermortality,Total Carbon Mass Flux from Vegetation to Litter as a Result of Mortality,mon,Emon,22.98,917
snwc, snow water equivalent intercepted by the vegetation,day,Eday,22.75,385
wetlandch4prod,Grid Averaged Methane Production (Methanogenesis) from Wetlands,mon,Emon,22.64,752
ci,Fraction of Time Convection Occurs in Cell,subhrPt,CFsubhr,22.62,124
snrefr,Refreezing of Water in the Snow,day,Eday,22.52,35
raleaf,Total Respiration from Leaves as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,22.38,564
prw,Water Vapor Path,monC,Amon,22.37,202
fbddtdin,Rate of Change of Dissolved Inorganic Nitrogen Due to Biological Activity,mon,Emon,22.36,117
sblnosn,Sublimation of the Snow Free Area,day,Eday,22.34,42
dfr,Frozen Soil Depth,day,Eday,22.33,42
tsnl,Temperature profile in the snow,day,Eday,22.31,38
acabfis,Ice Sheet Surface Mass Balance Flux,mon,LImon,22.29,1369
ps,Surface Air Pressure,mon,CFmon,22.21,1787
hfss,Surface Upward Sensible Heat Flux,monC,Amon,22.18,217
vegheightgrass,Height of Grass,mon,Emon,22.05,884
fngasfire,"Total Nitrogen Lost to the Atmosphere (Including NHx, NOx, N2O, N2) from Fire",mon,Emon,21.73,2579
tasis,Ice Sheet Near-Surface Air Temperature,mon,LImon,21.62,1069
sfcwind,Near-Surface Wind Speed,monC,Amon,21.46,191
prhmax,Maximum Hourly Precipitation Rate,mon,Emon,21.45,1775
emiisop,Total Emission Rate of Isoprene,mon,AERmon,21.26,4108
fbddtalk,Rate of Change of Biological Alkalinity Due to Biological Activity,mon,Emon,20.91,107
co2,Mole Fraction of CO2,monC,Amon,20.77,16
eparag100,Downward Flux of Aragonite,mon,Omon,20.59,346
sishevel,Maximum Shear of Sea-Ice Velocity Field,monPt,SImon,20.37,468
wtem,Transformed Eulerian Mean Upward Wind,mon,EmonZ,20.30,4559
tasmin,Daily Minimum Near-Surface Air Temperature,monC,Amon,20.30,211
c13veg,Mass of 13C in Vegetation,mon,Emon,20.13,479
c14veg,Mass of 14C in Vegetation,mon,Emon,20.11,492
oh,OH Volume Mixing Ratio,mon,AERmonZ,20.06,4350
clt,Total Cloud Cover Percentage,monC,Amon,19.97,218
sw,Surface Water Storage,day,Eday,19.91,45
sftof,Sea Area Percentage,fx,Ofx,19.91,10886
gppshrub,Gross Primary Production on Shrub Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,19.91,2014
tos,Sea Surface Temperature,dec,Odec,19.90,295
ch4,Mole Fraction of CH4,monC,Amon,19.80,25
sbl,Surface Snow and Ice Sublimation Flux,subhrPt,CFsubhr,19.70,44
pasturefracc4,C4 Pasture Area Percentage,mon,Emon,19.66,18799
vegheightshrub,Height of Shrubs,mon,Emon,19.65,871
gppc14,Carbon-14 Mass Flux out of Atmosphere Due to Gross Primary Production on Land [kgC m-2 s-1],mon,Emon,19.50,501
od550aerso,Stratospheric Optical Depth at 550nm (All Aerosols) 2D-Field (Stratosphere Only),mon,Emon,19.34,485
sos,Sea Surface Salinity,dec,Odec,19.29,205
gppc13,Carbon-13 Mass Flux out of Atmosphere Due to Gross Primary Production on Land [kgC m-2 s-1],mon,Emon,18.80,477
clcalipso2,CALIPSO Cloud Cover Percentage Undetected by CloudSat (as Percentage of Area Covered),3hrPt,E3hrPt,18.79,19
zmtnt,Zonal Mean Diabatic Heating Rates,mon,EmonZ,18.70,893
epfz,Upward Component of the Eliassen-Palm Flux,mon,EmonZ,18.60,4279
rlutcs,TOA Outgoing Clear-Sky Longwave Radiation,monC,Amon,18.31,235
co3nat,Natural Carbonate Ion Concentration,yr,Oyr,18.18,92
aragos,Surface Aragonite Concentration,mon,Omon,18.16,595
msftyrho,Ocean Y Overturning Mass Streamfunction,mon,Omon,18.11,104
tpf,Permafrost Layer Thickness,mon,LImon,17.95,736
tcs,Vegetation Canopy Temperature,day,Eday,17.83,84
cmisc,Carbon Mass in Other Living Compartments on Land,mon,Emon,17.76,1857
dmlt,Depth to Soil Thaw,day,Eday,17.59,38
fnanthdisturb,Nitrogen Mass Flux out of Land Due to any Human Activity,mon,Emon,17.51,9742
hflsis,Ice Sheet Surface Upward Latent Heat Flux,mon,LImon,17.42,844
hfssis,Ice Sheet Surface Upward Sensible Heat Flux,mon,LImon,17.41,841
prrais,Ice Sheet Rainfall Rate,mon,LImon,17.39,798
mrrois,Ice Sheet Total Runoff,mon,LImon,17.38,756
tasmax,Daily Maximum Near-Surface Air Temperature,monC,Amon,17.37,194
clt,Total Cloud Cover Percentage,3hrPt,CF3hr,17.30,20
vegheightcrop,Height of Crops,mon,Emon,17.12,880
fnlandtoocean,Lateral Transfer of Nitrogen out of Grid Cell That Eventually Goes into Ocean,mon,Emon,17.09,7933
rsutcs,TOA Outgoing Clear-Sky Shortwave Radiation,monC,Amon,16.40,209
tntmp,Tendency of Air Temperature Due to Model Physics,mon,EmonZ,16.34,1702
baccos,Surface Bacterial Carbon Concentration,mon,Omon,16.14,370
cfaddbze94,CloudSat Radar Reflectivity CFAD,3hrPt,E3hrPt,16.04,9
fgco2abio,Surface Downward Mass Flux of Carbon as Abiotic CO2 [kgC m-2 s-1],yr,Oyr,16.02,755
c14soil,Mass of 14C in Soil Pool,mon,Emon,15.67,362
rsuscs,Surface Upwelling Clear-Sky Shortwave Radiation,monC,Amon,15.63,178
tasmax,Daily Maximum Near-Surface Air Temperature,day,Amon,15.52,140
wfo,Water Flux into Sea Water,dec,Odec,15.45,147
sza,Solar Zenith Angle,3hrPt,E3hrPt,15.27,178
c13soil,Mass of 13C in Soil Pool,mon,Emon,15.24,360
c14land,Mass of 14C in All Terrestrial Carbon Pools,mon,Emon,15.23,358
prw,Water Vapor Path,3hrPt,CF3hr,15.01,27
c13land,Mass of 13C in All Terrestrial Carbon Pools,mon,Emon,14.78,364
thkcello,Ocean Model Cell Thickness,dec,Odec,14.76,120
fn2o,Total Land N2O Flux,mon,Emon,14.75,3726
rsdscs,Surface Downwelling Clear-Sky Shortwave Radiation,monC,Amon,14.69,185
pr,Precipitation,3hrPt,CF3hr,14.49,26
phnat,Natural pH,yr,Oyr,14.42,92
prsn,Snowfall Flux,mon,ImonGre,14.20,229
eow,Open Water Evaporation,day,Eday,14.11,52
vtem,Transformed Eulerian Mean Northward Wind,mon,EmonZ,14.11,3271
c14litter,Mass of 14C in Litter Pool,mon,Emon,13.85,337
prsn,Snowfall Flux,mon,ImonAnt,13.84,224
utendepfd,Tendency of Eastward Wind Due to Eliassen-Palm Flux Divergence,mon,EmonZ,13.83,1669
ho2,HO2 Volume Mixing Ratio,mon,AERmonZ,13.82,3672
fvegsoil,Total Carbon Mass Flux from Vegetation Directly to Soil,mon,Lmon,13.71,624
c13litter,Mass of 13C in Litter Pool,mon,Emon,13.53,339
tasmin,Daily Minimum Near-Surface Air Temperature,day,Amon,13.47,123
jpdftaureicemodis,"MODIS Joint Distribution of Optical Thickness and Particle Size, Ice",mon,Emon,13.26,34
od550aerh2o,Aerosol Water Optical Thickness at 550nm,mon,AERmon,13.17,3900
aeroptbnd,Aerosol Level Absorption Optical Thickness for Each Band,3hrPt,E3hrPt,13.06,3
rac13,Carbon-13 Mass Flux into Atmosphere Due to Autotrophic (Plant) Respiration on Land [kgC m-2 s-1],mon,Emon,13.00,341
zostoga,Global Average Thermosteric Sea Level Change,mon,Omon,12.97,236203
rhc13,Carbon-13 Mass Flux into Atmosphere Due to Heterotrophic Respiration on Land [kgC m-2 s-1],mon,Emon,12.88,334
rldsis,Ice Sheet Surface Downwelling Longwave Radiation,mon,LImon,12.86,479
treefracprimdec,Percentage Cover by Primary Deciduous Tree,mon,Lmon,12.83,1287
parasolrefl,PARASOL Reflectance,3hrPt,E3hrPt,12.77,15
rac14,Carbon-14 Mass Flux into Atmosphere Due to Autotrophic (Plant) Respiration on Land [kgC m-2 s-1],mon,Emon,12.75,332
agessc,Sea Water Age Since Surface Contact,dec,Odec,12.65,50
tauuo,Sea Water Surface Downward X Stress,dec,Odec,12.61,163
hfgeou,Upward Geothermal Heat Flux at Sea Floor,fx,Ofx,12.60,4315
rhc14,Carbon-14 Mass Flux into Atmosphere Due to Heterotrophic Respiration on Land [kgC m-2 s-1],mon,Emon,12.49,333
treefracprimever,Percentage Cover by Primary Evergreen Trees,mon,Lmon,12.35,1287
clivi,Ice Water Path,monC,Amon,12.34,127
tomint,integral wrt depth of product of sea water density and prognostic temperature,mon,Emon,12.18,23
tasmincrop,Daily Minimum Near-Surface Air Temperature over Crop Tile,mon,Emon,12.10,529
irrlut,"Irrigation Flux Including any Irrigation for Crops, Trees, Pasture, or Urban Lawns",mon,Emon,12.00,2745
rldscs,Surface Downwelling Clear-Sky Longwave Radiation,monC,Amon,11.97,152
tntrlcs,Tendency of Air Temperature Due to Clear Sky Longwave Radiative Heating,mon,EmonZ,11.75,946
ch4,Mole Fraction of CH4,mon,AERmonZ,11.71,3911
reffclis,Hydrometeor Effective Radius of Stratiform Cloud Ice,subhrPt,Esubhr,11.67,4
tasmaxcrop,Daily Maximum Near-Surface Air Temperature over Crop Tile,mon,Emon,11.66,510
tauvo,Sea Water Surface Downward Y Stress,dec,Odec,11.61,144
tntogw,Temperature Tendency Due to Orographic Gravity Wave Dissipation,mon,EmonZ,11.55,1004
h2o,Mass Fraction of Water,mon,AERmonZ,11.52,817
fg14co2abio,Surface Downward Mass Flux of Carbon-14 as Abiotic 14CO2 [kgC m-2 s-1],yr,Oyr,11.51,583
simpmass,Meltpond Mass per Unit Area (as Depth),mon,SImon,11.39,453
tntrs,Tendency of Air Temperature Due to Shortwave Radiative Heating,mon,EmonZ,11.33,1467
cldncl,Cloud Droplet Number Concentration of Cloud Tops,mon,Emon,11.33,181
volo,Sea Water Volume,dec,Odec,11.30,121
tntrscs,Tendency of Air Temperature Due to Clear Sky Shortwave Radiative Heating,mon,EmonZ,11.24,938
noy,Total Reactive Nitrogen Volume Mixing Ratio,mon,AERmonZ,11.20,3741
tntrl,Tendency of Air Temperature Due to Longwave Radiative Heating,mon,EmonZ,11.18,1372
clwvi,Condensed Water Path,monC,Amon,11.15,127
fgrazing,Carbon Mass Flux into Atmosphere Due to Grazing on Land [kgC m-2 s-1],mon,Lmon,11.05,21283
reffclws,Stratiform Cloud Liquid Droplet Effective Radius,subhrPt,Esubhr,10.92,5
fco2fos,Carbon Mass Flux into Atmosphere Due to Fossil Fuel Emissions of CO2 [kgC m-2 s-1],mon,Amon,10.84,545
tosga,Global Average Sea Surface Temperature,mon,Omon,10.72,65737
prsnis,Ice Sheet Snowfall Flux,mon,LImon,10.70,497
hno3,HNO3 Volume Mixing Ratio,mon,AERmonZ,10.69,3447
prrc,Convective Rainfall Rate,day,Eday,10.66,11
hfss,Surface Upward Sensible Heat Flux,3hrPt,CF3hr,10.66,20
mrroli,Land Ice Runoff Flux,mon,ImonGre,10.56,499
mrroli,Land Ice Runoff Flux,mon,ImonAnt,10.44,495
soga,Global Mean Sea Water Salinity,dec,Odec,10.30,124
clisccp,ISCCP Cloud Area Percentage,3hrPt,E3hrPt,10.09,10
co2s,Atmosphere CO2,mon,Emon,10.04,145
rtmt,Net Downward Radiative Flux at Top of Model,monC,Amon,9.98,103
hfbasinpmadv,Northward Ocean Heat Transport Due to Parameterized Mesoscale Advection,mon,Omon,9.93,44187
meanage,Mean Age of Stratospheric Air,mon,AERmonZ,9.91,735
jpdftaureliqmodis,"MODIS Optical Thickness-Particle Size Joint Distribution, Liquid",3hrPt,E3hrPt,9.76,18
tsis,Ice Sheet Surface Temperature,mon,LImon,9.73,668
sedustci,Sedimentation Flux of Dust Mode Coarse Insoluble,mon,Emon,9.41,62
orogis,Ice Sheet Surface Altitude,mon,LImon,9.38,432
pr,Precipitation,mon,Omon,9.34,739
n2o,Mole Fraction of N2O,mon,AERmonZ,9.32,690
lwtoacsaer,TOA Clear-Sky longwave Radiative Forcing due to  Aerosols,mon,Emon,9.15,192
intparag,Aragonite Production,mon,Omon,9.09,300
hcl,HCl Volume Mixing Ratio,mon,AERmonZ,9.05,621
reffclis,Hydrometeor Effective Radius of Stratiform Cloud Ice,3hrPt,CF3hr,8.89,3
od550csaer,Ambient Aerosol Optical Thickness at 550nm,mon,AERmon,8.88,443
cly,Total Inorganic Chlorine Volume Mixing Ratio,mon,AERmonZ,8.75,629
bry,Total Inorganic Bromine Volume Mixing Ratio,mon,AERmonZ,8.72,672
sbl,Surface Snow and Ice Sublimation Flux,3hrPt,CF3hr,8.61,14
ccn,Cloud Condensation Nuclei Concentration at Liquid Cloud Top,mon,AERmon,8.56,958
sbl,Surface Snow and Ice Sublimation Flux,mon,ImonAnt,8.46,487
sbl,Surface Snow and Ice Sublimation Flux,mon,ImonGre,8.43,481
tslsi,Surface Temperature Where Land or Sea Ice,3hr,3hr,8.35,4
emiaoa,Total Emission Rate of Anthropogenic Organic Aerosol,mon,AERmon,8.26,173
ocontemppsmadvect,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Submesoscale Advection,mon,Emon,8.17,31
sci,Fraction of Time Shallow Convection Occurs,subhrPt,CFsubhr,8.17,84
prsn,Snowfall Flux,monC,Amon,8.13,136
sidragbot,Ocean Drag Coefficient,mon,SImon,8.11,244
prc,Convective Precipitation,monC,Amon,7.99,89
tauv,Surface Downward Northward Wind Stress,3hrPt,CF3hr,7.95,16
clwmodis,MODIS Liquid Cloud Percentage,mon,Emon,7.84,272
prsn,Snowfall Flux,3hrPt,CF3hr,7.74,19
msftmrhompa,Ocean Meridional Overturning Mass Streamfunction Due to Parameterized Mesoscale Advection,mon,Omon,7.74,196
acabf,Surface Mass Balance Flux,mon,ImonAnt,7.65,483
rlusis,Ice Sheet Surface Upwelling Longwave Radiation,mon,LImon,7.46,461
tsn,Snow Internal Temperature,mon,ImonGre,7.46,506
tntd,Tendency of Air Temperature Due to Numerical Diffusion,mon,Emon,7.42,86
tsn,Snow Internal Temperature,mon,ImonAnt,7.42,492
chlcalcos,Surface Mass Concentration of Calcareous Phytoplankton Expressed as Chlorophyll in Sea Water,mon,Omon,7.41,70
htovgyre,Northward Ocean Heat Transport Due to Gyre,mon,Omon,7.37,29565
tsl,Temperature of Soil,6hr,6hrPlevPt,7.36,29
msftyrhompa,Ocean Y Overturning Mass Streamfunction Due to Parameterized Mesoscale Advection,mon,Omon,7.35,37
limncalc,Nitrogen Limitation of Calcareous Phytoplankton,mon,Omon,7.19,66
acabf,Surface Mass Balance Flux,mon,ImonGre,7.15,472
jpdftaureicemodis,"MODIS Joint Distribution of Optical Thickness and Particle Size, Ice",3hrPt,E3hrPt,7.12,19
chepasoa,Total Net Production of Anthropogenic Secondary Organic Aerosol,mon,AERmon,7.05,85
intppcalc,Net Primary Mole Productivity of Carbon by Calcareous Phytoplankton,mon,Omon,6.97,67
fnveglitter,Total Nitrogen Mass Flux from Vegetation to Litter,mon,Emon,6.96,4825
evspsbl,Evaporation Including Sublimation and Transpiration,3hrPt,CF3hr,6.95,21
phycalcos,Surface Mole Concentration of Calcareous Phytoplankton Expressed as Carbon in Sea Water,mon,Omon,6.94,66
reffclws,Stratiform Cloud Liquid Droplet Effective Radius,3hrPt,CF3hr,6.93,3
prrsn,Fraction of Rainfall on Snow,day,Eday,6.88,41
csoil,Carbon Mass in Model Soil Pool,yrPt,Eyr,6.78,4737
hurs,Near-Surface Relative Humidity,3hrPt,CF3hr,6.75,15
limirrcalc,Irradiance Limitation of Calcareous Phytoplankton,mon,Omon,6.67,63
fraclut,Percentage of Grid Cell for Each Land-Use Tile,yrPt,Eyr,6.60,2404
rsusis,Ice Sheet Surface Upwelling Shortwave Radiation,mon,LImon,6.57,494
pppico,Net Primary Mole Productivity of Carbon by Picophytoplankton,yr,Oyr,6.53,19
fnvegsoil,Total Nitrogen Mass Flux from Vegetation Directly to Soil,mon,Emon,6.51,275
limfecalc,Iron Limitation of Calcareous Phytoplankton,mon,Omon,6.51,58
grassfrac,Natural Grass Area Percentage,yr,Eyr,6.47,17037
htovovrt,Northward Ocean Heat Transport Due to Overturning,mon,Omon,6.39,30168
sosga,Global Average Sea Surface Salinity,mon,Omon,6.36,46334
rldscs,Surface Downwelling Clear-Sky Longwave Radiation,3hrPt,CF3hr,6.30,15
sftgrf,Grounded Ice Sheet Area Percentage,mon,LImon,6.28,2368
flandice,Water Flux into Sea Water from Land Ice,mon,Emon,6.26,464
tnpeo,Tendency of Ocean Potential Energy Content,yr,Oyr,6.24,168
litemptop,Temperature at Top of Ice Sheet Model,mon,ImonGre,6.17,399
litemptopis,Ice Sheet Temperature at Top of Ice Sheet Model,mon,LImon,6.14,400
limndiaz,Nitrogen Limitation of Diazotrophs,mon,Omon,6.09,58
litemptop,Temperature at Top of Ice Sheet Model,mon,ImonAnt,6.09,383
baresoilfrac,Bare Soil Percentage Area Coverage,yr,Eyr,6.02,14657
ps,Surface Air Pressure,6hr,6hrLev,6.00,9
exparag,Downward Flux of Aragonite,yr,Oyr,5.99,18
rsut,TOA Outgoing Shortwave Radiation,3hrPt,CF3hr,5.98,18
ps,Surface Air Pressure,3hrPt,CF3hr,5.92,33
sltovgyre,Northward Ocean Salt Transport Due to Gyre,mon,Omon,5.91,31706
cveg,Carbon Mass in Vegetation,yrPt,Eyr,5.85,4346
rlut,TOA Outgoing Longwave Radiation,1hrCM,E1hrClimMon,5.84,9
vegheightpasture,Height of Pastures,mon,Emon,5.78,274
vmrox,"Mole Fraction of Odd Oxygen (O, O3 and O1D)",mon,EmonZ,5.72,303
tsnis,Ice Sheet Snow Internal Temperature,mon,LImon,5.67,371
rsdt,TOA Incident Shortwave Radiation,3hrPt,CF3hr,5.66,23
clitter,Carbon Mass in Litter Pool,yrPt,Eyr,5.61,3993
oxloss,Total Odd Oxygen (Ox) Loss Rate,mon,EmonZ,5.58,271
rlutcs,TOA Outgoing Clear-Sky Longwave Radiation,1hrCM,E1hrClimMon,5.55,9
clwvic,Convective Condensed Water Path,mon,Emon,5.43,96
rlds,Surface Downwelling Longwave Radiation,3hrPt,CF3hr,5.38,17
snc,Snow Area Percentage,mon,ImonAnt,5.37,1037
cct,Air Pressure at Convective Cloud Top,monC,Amon,5.31,68
rsutcs,TOA Outgoing Clear-Sky Shortwave Radiation,3hrPt,CF3hr,5.28,23
clitterlut,Carbon  in Above and Below-Ground Litter Pools on Land-Use Tiles,yrPt,Eyr,5.26,2973
oxprod,Total Odd Oxygen (Ox) Production Rate,mon,EmonZ,5.23,269
co3natos,Surface Natural Carbonate Ion Concentration,mon,Omon,5.18,60
cropfrac,Percentage Crop Cover,yr,Eyr,5.17,16241
snc,Snow Area Percentage,mon,ImonGre,5.15,1013
sltovovrt,Northward Ocean Salt Transport Due to Overturning,mon,Omon,5.12,30290
nlittersurf,Nitrogen Mass in Above-Ground Litter (non CWD),mon,Emon,5.09,3596
vsfcorr,Virtual Salt Flux Correction,mon,Omon,4.99,70
netatmoslandc14flux,Net Mass Flux of 14C Between Atmosphere and Land (Positive into Land) as a Result of All Processes [kgC m-2 s-1],mon,Emon,4.93,184
nlittersubsurf,Nitrogen Mass in Below-Ground Litter (non CWD),mon,Emon,4.86,3516
netatmoslandc13flux,Net Mass Flux of 13C Between Atmosphere and Land (Positive into Land) as a Result of All Processes [kgC m-2 s-1],mon,Emon,4.86,181
fco2nat,Surface Carbon Mass Flux into the Atmosphere Due to Natural Sources [kgC m-2 s-1],mon,Lmon,4.71,3295
nother,"Nitrogen Mass in Vegetation Components Other than Leaves, Stem and Root",mon,Emon,4.62,3815
cltc,Convective Cloud Cover Percentage,3hrPt,CF3hr,4.54,14
sftlf,Percentage of the grid  cell occupied by land (including lakes),fx,fx,4.50,77770
treefrac,Tree Cover Percentage,yr,Eyr,4.39,17191
cldnci,Ice Crystal Number Concentration of Cloud Tops,mon,Emon,4.38,47
prc,Convective Precipitation,3hrPt,CF3hr,4.34,17
tntnogw,Temperature Tendency Due to Non-Orographic Gravity Wave Dissipation,mon,EmonZ,4.30,370
tauu,Surface Downward Eastward Wind Stress,3hrPt,CF3hr,4.29,16
rlutcs,TOA Outgoing Clear-Sky Longwave Radiation,3hrPt,CF3hr,4.28,15
rlus,Surface Upwelling Longwave Radiation,3hrPt,CF3hr,4.20,14
rsus,Surface Upwelling Shortwave Radiation,3hrPt,CF3hr,4.19,17
jo3,Photolysis Rate of Ozone (O3),mon,EmonZ,4.15,251
rsut,TOA Outgoing Shortwave Radiation,1hrCM,E1hrClimMon,4.13,8
rsds,Surface Downwelling Shortwave Radiation,3hrPt,CF3hr,4.00,16
sndmasswindrif,Snow Mass Rate of Change Through Wind Drift of Snow,mon,SImon,3.96,354
snm,Surface Snow Melt,mon,ImonAnt,3.86,619
snm,Surface Snow Melt,mon,ImonGre,3.84,610
