Name,Description,Canonical Units,is alias,target,Physical parameters,Edited by author teams,Last Modified By,UID
area_fraction_of_twilight_defined_by_solar_zenith_angle,"""Area fraction"" is the fraction of a grid cell's horizontal area that has some characteristic of interest. It is evaluated as the area of interest divided by the grid cell area. It may be expressed as a fraction, a percentage, or any other dimensionless representation of a fraction. A coordinate variable of solar_zenith_angle indicating the day extent should be specified. Solar zenith angle is the the angle between the line of sight to the sun and the local vertical.",1,,,,,Data Request co-leads,3ba664e9-8ca2-11ef-944e-41a8eb05f654
area_type,"A variable with the standard_name of area_type contains either strings which indicate the nature of the surface e.g. land, sea, sea_ice, or flags which can be translated to strings using flag_values and flag_meanings attributes. These strings are standardised. Values must be taken from the area_type table.",,,,,,Data Request co-leads,3ba664ea-8ca2-11ef-944e-41a8eb05f654
asymmetry_factor_of_ambient_aerosol_particles,"The asymmetry factor is the angular integral of the aerosol scattering phase function weighted by the cosine of the angle with the incident radiation flux. The asymmetry coefficient is assumed to be an integral over all wavelengths, unless a coordinate of radiation_wavelength is included to specify the wavelength. ""Aerosol"" means the system of suspended liquid or solid particles in air (except cloud droplets) and their carrier gas, the air itself. ""Ambient_aerosol"" means that the aerosol is measured or modelled at the ambient state of pressure, temperature and relative humidity that exists in its immediate environment. ""Ambient aerosol particles"" are aerosol particles that have taken up ambient water through hygroscopic growth. The extent of hygroscopic growth depends on the relative humidity and the composition of the particles. To specify the relative humidity and temperature at which the quantity described by the standard name applies, provide scalar coordinate variables with standard names of ""relative_humidity"" and ""air_temperature"".",1,,,aerasymbnd,,Data Request co-leads,3ba664eb-8ca2-11ef-944e-41a8eb05f654
atmosphere_absolute_vorticity,,,checked,atmosphere_upward_absolute_vorticity,,,Data Request co-leads,3baa6d9a-8ca2-11ef-944e-41a8eb05f654
atmosphere_absorption_optical_thickness_due_to_ambient_aerosol,,,checked,atmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles,,,Data Request co-leads,3ba9aa59-8ca2-11ef-944e-41a8eb05f654
atmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles,"The optical thickness is the integral along the path of radiation of a volume scattering/absorption/attenuation coefficient. The radiative flux is reduced by a factor exp(-optical_thickness) on traversing the path. A coordinate variable of radiation_wavelength or radiation_frequency can be specified to indicate that the optical thickness applies at specific wavelengths or frequencies. ""Absorption optical thickness"" means that part of the atmosphere optical thickness that is caused by the absorption of incident radiation. ""Aerosol"" means the system of suspended liquid or solid particles in air (except cloud droplets) and their carrier gas, the air itself. ""Ambient_aerosol"" means that the aerosol is measured or modelled at the ambient state of pressure, temperature and relative humidity that exists in its immediate environment. ""Ambient aerosol particles"" are aerosol particles that have taken up ambient water through hygroscopic growth. The extent of hygroscopic growth depends on the relative humidity and the composition of the particles. To specify the relative humidity and temperature at which the quantity described by the standard name applies, provide scalar coordinate variables with standard names of ""relative_humidity"" and ""air_temperature"". The specification of a physical process by the phrase due_to_process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase.",1,,,"abs550aer,aeroptbnd",,Data Request co-leads,3ba664ec-8ca2-11ef-944e-41a8eb05f654
atmosphere_absorption_optical_thickness_due_to_black_carbon_ambient_aerosol,"The optical thickness is the integral along the path of radiation of a volume scattering/absorption/attenuation coefficient. The radiative flux is reduced by a factor exp(-optical_thickness) on traversing the path.  A coordinate variable of radiation_wavelength or radiation_frequency can be specified to indicate that the optical thickness applies at specific wavelengths or frequencies. ""Absorption optical thickness"" means that part of the atmosphere optical thickness that is caused by the absorption of incident radiation. ""Aerosol"" means the suspended liquid or solid particles in air (except cloud droplets).  ""Ambient aerosol"" is aerosol that has taken up ambient water through hygroscopic growth. The extent of hygroscopic growth depends on the relative humidity and the composition of the aerosol. The specification of a physical process by the phrase due_to_process means that the quantity named is a  single term in a sum of terms which together compose the general quantity  named by omitting the phrase.",1,,,abs550bc,,Data Request co-leads,3ba664ed-8ca2-11ef-944e-41a8eb05f654
atmosphere_absorption_optical_thickness_due_to_dust_ambient_aerosol,,,checked,atmosphere_absorption_optical_thickness_due_to_dust_ambient_aerosol_particles,,,Data Request co-leads,3ba9aa5b-8ca2-11ef-944e-41a8eb05f654
atmosphere_absorption_optical_thickness_due_to_dust_ambient_aerosol_particles,"The optical thickness is the integral along the path of radiation of a volume scattering/absorption/attenuation coefficient. The radiative flux is reduced by a factor exp(-optical_thickness) on traversing the path. A coordinate variable of radiation_wavelength or radiation_frequency can be specified to indicate that the optical thickness applies at specific wavelengths or frequencies. ""Absorption optical thickness"" means that part of the atmosphere optical thickness that is caused by the absorption of incident radiation. ""Aerosol"" means the system of suspended liquid or solid particles in air (except cloud droplets) and their carrier gas, the air itself. ""Ambient_aerosol"" means that the aerosol is measured or modelled at the ambient state of pressure, temperature and relative humidity that exists in its immediate environment. ""Ambient aerosol particles"" are aerosol particles that have taken up ambient water through hygroscopic growth. The extent of hygroscopic growth depends on the relative humidity and the composition of the particles. To specify the relative humidity and temperature at which the quantity described by the standard name applies, provide scalar coordinate variables with standard names of ""relative_humidity"" and ""air_temperature"". The specification of a physical process by the phrase due_to_process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase.",1,,,abs550dust,,Data Request co-leads,3ba664ee-8ca2-11ef-944e-41a8eb05f654
atmosphere_absorption_optical_thickness_due_to_particulate_organic_matter_ambient_aerosol,,,checked,atmosphere_absorption_optical_thickness_due_to_particulate_organic_matter_ambient_aerosol_particles,,,Data Request co-leads,3ba9aa5c-8ca2-11ef-944e-41a8eb05f654
atmosphere_absorption_optical_thickness_due_to_particulate_organic_matter_ambient_aerosol_particles,"The optical thickness is the integral along the path of radiation of a volume scattering/absorption/attenuation coefficient. The radiative flux is reduced by a factor exp(-optical_thickness) on traversing the path. A coordinate variable of radiation_wavelength or radiation_frequency can be specified to indicate that the optical thickness applies at specific wavelengths or frequencies. ""Absorption optical thickness"" means that part of the atmosphere optical thickness that is caused by the absorption of incident radiation. ""Aerosol"" means the system of suspended liquid or solid particles in air (except cloud droplets) and their carrier gas, the air itself. ""Ambient_aerosol"" means that the aerosol is measured or modelled at the ambient state of pressure, temperature and relative humidity that exists in its immediate environment. ""Ambient aerosol particles"" are aerosol particles that have taken up ambient water through hygroscopic growth. The extent of hygroscopic growth depends on the relative humidity and the composition of the particles. To specify the relative humidity and temperature at which the quantity described by the standard name applies, provide scalar coordinate variables with standard names of ""relative_humidity"" and ""air_temperature"". The specification of a physical process by the phrase due_to_process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase.",1,,,abs550oa,,Data Request co-leads,3ba664ef-8ca2-11ef-944e-41a8eb05f654
